docId,alias,permid
nDJRQgKTB-20180508T112840_145_xml.xml,Mideast,5060597362
nGNXOLLCNa-20180102T201518_589_xml.xml,Norman H,4296551015
nNRA6dm1oa-20180301T181715_366_xml.xml,Trash,5044204700
nNRA6gaxnm-20180312T233656_252_xml.xml,E911,4297128924
nL5N1T14FJ-20180530T125419_000_xml.xml,I need,5047646813
nDJRcggPCr-20180329T165628_575_xml.xml,Company E,5038050269
nDJR8bD3w-20180629T134855_401_xml.xml,Community Investment,5000805098
nGNXOLNGWa-20180105T170001_633_xml.xml,Atlus,4295879948
nNRA6bc1mx-20180223T020314_978_xml.xml,Centigrade,4297678751
nNRA5z2kn2-20180104T000439_308_xml.xml,Risal,5040957537
nDJR2kCP8v-20180129T211300_000_xml.xml,Triangle Park,4297076546
nNRA6dnev3-20180301T194512_317_xml.xml,OBE,5059950705
nNRA6fi17y-20180308T223123_342_xml.xml,Wofford,5000305217
nNRA65e0av-20180128T221741_194_xml.xml,Cline,4296798611
nEMN30277J-20180718T150119_140_xml.xml,The Chicago Board,5000423472
nDJR3qbgQH-20180223T130434_359_xml.xml,Western Canadian,4296905744
nDJR2MZV6B-20180308T121508_107_xml.xml,I look,5037337740
nGNX3lWShr-20180413T140002_896_xml.xml,DRIP,5056442925
nFit21zXCj-20180301T015734_100_xml.xml,Structured Finance,5034752228
nDJR9mkzCV-20180510T201004_503_xml.xml,Botelho,4296642035
nL1N1UL1UI-20180726T124500_000_xml.xml,PointLogic,5046703444
nNRA6g0as4-20180311T101506_931_xml.xml,Jae,4296402406
nDJR29rBSj-20180428T100044_059_xml.xml,Templtn,4297881070
nDJR79Dntn-20180321T174831_201_xml.xml,King's Daughters,
nTOPMEAST-20180412T150512_000_xml.xml,FRX,4296842837
nDJR1D5DKs-20180410T111753_415_xml.xml,Dimensional,5000072764
nBERb6BRL9-20180718T143704_610_xml.xml,Hashim,5000364947
nNRA6992yu-20180213T192539_631_xml.xml,Giles and,4296222065
nBSE7lKSrF-20180507T065313_603_xml.xml,ECap Equities Limited,5037058975
nNRA71zyns-20180528T225520_127_xml.xml,R and  B,5057516069
nDJR6jYCRg-20180305T115717_838_xml.xml,Queen's Road,
nDJR5xZKLz-20180220T210922_382_xml.xml,Debt issuance,5000322060
nDJR5SZ7V0-20180530T020433_879_xml.xml,Bossert,4296502792
nDJR1Y7MBw-20180129T223200_000_xml.xml,5M,5060503359
nDJR34YlHY-20180208T103404_550_xml.xml,Trade and,4297831198
nDJR4xNl8x-20180503T120159_972_xml.xml,Q1,4296383841
nDJRbk3R5j-20180522T200143_748_xml.xml,Four Wood Capital Advisors LLC,5040254529
nL3N1SI00N-20180511T071736_000_xml.xml,Adrian,5036880719
nEMS0001B8-20180612T191919_928_xml.xml,OTAY MESA ENERGY CENTER,5000206537
nDJR8SWVDZ-20180308T210827_351_xml.xml,San Francisco,5001449637
nDJR9QjGhd-20180309T060622_985_xml.xml,Bonaire,4297160441
nNRA6e5zbi-20180303T235805_274_xml.xml,Mode,5057456895
nTOPEQU-20180323T134752_000_xml.xml,FRA,5037954522
nBw5bTJXYa-20180305T201100_246_xml.xml,Click,4298036194
nL3N1SP1TF-20180518T071000_000_xml.xml,U.S. farm,
nCNWPBD7ka-20180518T165111_555_xml.xml,Agriculture and Agri-Food,5000810314
nL4N1PR6O7-20180202T003038_000_xml.xml,Bund,5035740797
nNRA6fi17y-20180308T223123_342_xml.xml,Fairleigh,4297966102
nGNE34gWMG-20180530T060019_929_xml.xml,The solution  works,5001056530
nNBC9Qy52x-20180218T222507_880_xml.xml,TOOK,5035511134
nDJRcg89k4-20180320T145144_447_xml.xml,AUDIT,5062456950
nNRA5z2l2l-20180104T000511_601_xml.xml,NATIONAL THERMAL POWER CORPORATION LIMITED,5001423356
nNRA65h0dn-20180129T091614_998_xml.xml,Compete,4296780111
nDJR6dpjBk-20180329T163112_186_xml.xml,Retail funding,4296407072
nIGB419C4F-20180515T171003_311_xml.xml,NBR,4296307598
nDJRc32dkL-20180710T101015_494_xml.xml,Basis Points,5035172103
nDJRsc5SZ-20180327T151951_517_xml.xml,Financial Instruments,4296451375
nDJRblmPH0-20180523T055500_115_xml.xml,Supplied,4297564194
nNBCC19Ll-20180322T231142_573_xml.xml,HEAR,5001140034
nDJR4ZnpgT-20180507T132451_421_xml.xml,Todd,4297259469
nDJRbWmlC3-20180410T054512_021_xml.xml,Principles,5001195375
nDJR1Q5hD7-20180529T062300_294_xml.xml,Abstract,5035933185
nDJRbyGLY0-20180228T113003_656_xml.xml,VIEs,5060201815
nCJX1D5Ndz-20180504T013715_215_xml.xml,Natural gas,4297557997
nL3N1SP36L-20180518T122750_000_xml.xml,David Goodman,5001021987
nDJR4XnHKl-20180305T210650_714_xml.xml,Net sales,4296934285
nTOPO-20180402T080045_000_xml.xml,All energy,4295900982
nFit83nzff-20180131T221232_515_xml.xml,Rippey,5000133527
nBwLwlcwa-20180122T171500_157_xml.xml,Identify,5000252686
nIGM5coKa-20180212T125121_567_xml.xml,the Dow,4296975509
nDJRbgLs0n-20180405T195405_571_xml.xml,Vac -,4296740073
nDJR2c8lHN-20180518T130624_752_xml.xml,"BlackRock Holdco 3,",5000204090
nDJR4JZWVj-20180129T220100_000_xml.xml,Accounts Receivable,4296419656
nDJR4VxvVv-20180430T130752_785_xml.xml,CNW,5001199370
nBERf8mPg-20180618T071730_783_xml.xml,CEP,5037362363
nBSE4BYlyH-20180417T055805_903_xml.xml,HDB FINANCIAL SERVICES Ltd,5000932124
nMnw033906-20180404T121545_880_xml.xml,WARS,4295937287
nNRA6vzofx-20180505T115322_676_xml.xml,Food Market,5046029949
nNRA6a7oys-20180217T153152_735_xml.xml,Wichita St,4297944991
nNRA67ue10-20180207T064520_803_xml.xml,Bangladesh,4295917510
nIFX5NnpDa-20180511T140746_157_xml.xml,Chamber,5058335114
nNBC57nQ91-20180709T100510_088_xml.xml,BOLTS,5033562376
nNRA5z45x7-20180104T143425_015_xml.xml,Renshaw,4295899650
nDJR6dpjBk-20180329T163112_186_xml.xml,Acting,5000608114
nFWN1TF00Q-20180613T051524_181_xml.xml,MANAGED FUNDS,5035426717
nASX98ptG1-20180313T063848_339_xml.xml,IDX,5001427383
nNRA6e6gpi-20180304T014950_488_xml.xml,I wish,4297199262
nGNXbQpfmF-20180508T120721_772_xml.xml,Chief Scientist,5035548530
nDJR93v02g-20180223T125946_239_xml.xml,Accrued,4295925313
nBSE8q4z8X-20180507T092202_721_xml.xml,Qtr,5035940360
nNRA6bru4b-20180223T201950_112_xml.xml,Robert Mueller,4298537934
nNRA6d0zrb-20180228T005304_364_xml.xml,Maj,5034758207
nNRA6d3tzx-20180228T101414_266_xml.xml,Carla,5045987686
nDJR9nPbrs-20180726T100619_708_xml.xml,Forward Looking,5000325679
nCJX3YJpnV-20180220T162400_000_xml.xml,1 Source,4296826264
nDJR62Z54v-20180514T125739_128_xml.xml,Last Mile,5035970144
nKSE2C7r-20180503T000629_200_xml.xml,2X,5000730896
nNRA6w6won-20180507T000104_609_xml.xml,Diaz,5004339429
nDJR8c8VFg-20180130T081300_000_xml.xml,Adam & Co,4297048938
nDJR4qTp22-20180725T162512_924_xml.xml,STOXX,5000011288
nBSE5XWT6R-20180502T063802_439_xml.xml,R JAIN,4296544066
nNRA5znwre-20180105T231201_330_xml.xml,Maj,5034758207
nGNXOLPZSa-20180109T160003_512_xml.xml,NLD,5035887204
nL2N1QQ239-20180309T005555_000_xml.xml,Eui,5040247460
nBSE4hkkzP-20180215T034007_488_xml.xml,JL,4296083600
nTOPHEALTH-20180426T111507_000_xml.xml,Eikon,5000830803
nDJR20pntC-20180409T123715_387_xml.xml,Debentures and,5001095650
nDJR1lpzsp-20180312T205527_521_xml.xml,Fincl Services,5037459770
nNRA6u8k78-20180428T225026_586_xml.xml,Upv,5001164280
nASO0002IL-20180326T063910_000_xml.xml,Briefs,5001015295
nL8N1SGABK-20180509T222055_000_xml.xml,Eikon,5000830803
nMNS6d5FqW-20180209T145343_747_xml.xml,US govt,5000102959
nDJR1PdjNg-20180510T200319_229_xml.xml,CLEC,5004468008
nDJR6dpjBk-20180329T163112_186_xml.xml,FINANCIAL REPORTING,5001400216
nIFXJCxsLa-20180629T151733_483_xml.xml,International Financial Reporting Standards,5040054399
nDJRbvWQxq-20180201T214400_000_xml.xml,CIPS Marketing Group Inc.,5008791297
nNRA6aieoa-20180219T201331_415_xml.xml,Dreams,5046708890
nNRA6dcobl-20180301T115810_746_xml.xml,Arsht,4297977511
nFWN1QA0E6-20180220T141449_000_xml.xml,Eikon,5000830803
nNRA6y2i5d-20180513T233114_370_xml.xml,"Newcomb,",5035880991
nDJR83zctH-20180518T103007_289_xml.xml,Net cash,4296148146
nBSEbKWnnf-20180113T035306_660_xml.xml,SBI DEBT FUND SERIES,5029074130
nDJR207Zx-20180305T215139_304_xml.xml,GILD,5001300095
nGNE4BYDdK-20180416T073833_367_xml.xml,Sirs,5008016648
nNRA6arfbj-20180221T001208_701_xml.xml,Maj,5034758207
nDJR1Xp3kg-20180209T160149_078_xml.xml,AIZ,5035956191
nCJX4QWYV8-20180508T181000_000_xml.xml,Inovalis SA,5038077284
nDJR7Z7Ctd-20180727T061143_954_xml.xml,Vs Net,5037076256
nNRA6a4j63-20180217T053122_760_xml.xml,Ge,4296833784
nDJR1h91zz-20180102T181800_000_xml.xml,LOMA,5060558165
nIFR1cQ7hx-20180308T014801_688_xml.xml,Zhejiang Hengyi,5000024493
nARGQ8qdda-20180413T085510_551_xml.xml,The firm,5000908758
nNRA6aj9pi-20180219T231921_361_xml.xml,Five Hundred,4296102649
nTOPUK-20180131T190851_000_xml.xml,FRA,5037954522
nDJR9nPbrs-20180726T100619_708_xml.xml,Receivables,5033564115
nNRA6f1pqh-20180307T135813_862_xml.xml,the Market's,
nDJR74dKNy-20180410T193623_079_xml.xml,7A,5036846905
nNRA6dbaqw-20180301T071741_539_xml.xml,Associated Press,4298499928
nTOPNOW1-20180529T063029_000_xml.xml,Agricultural Commodities,4297907576
nDJRbzTBtF-20180507T233033_887_xml.xml,NYMEX,8589934166
nNRA6e632d-20180304T000113_124_xml.xml,Ernakulam,4296915084
nDJR6QZCvb-20180503T101742_845_xml.xml,Net Earnings,5000396068
nDJR3FHV01-20180130T131600_000_xml.xml,H.C. Wainwright,
nTOPDEALS-20180227T105157_000_xml.xml,Medartis,4297166454
nL4N1Q61PO-20180216T131208_000_xml.xml,Shopper's,
nL2N1Q30NV-20180213T191124_000_xml.xml,Susan Thomas,4297937903
nASC09VW2-20180416T105005_813_xml.xml,CHARGE,4296886994
nDJRbB6kL9-20180405T132646_057_xml.xml,RELEVANT,4296625989
nDJR5qgP2K-20180307T132741_486_xml.xml,4Q,5037958959
nMSM35550-20180220T044355_971_xml.xml,Share capital,5037249130
nNRA6d9e4v-20180301T013115_559_xml.xml,Changing,5000362252
nDJR4ZnpgT-20180507T132451_421_xml.xml,Investment Research,5000050027
nNRA6dbwq9-20180301T090035_995_xml.xml,Hicks,4297680836
nNRA64qlon-20180126T054726_851_xml.xml,Academy,5035896845
nDJR7qdYS9-20180730T130506_625_xml.xml,We've,
nDJR4RSJs8-20180629T094356_741_xml.xml,Gold Project,5001433798
nNRA6ajwim-20180220T021041_650_xml.xml,Connors,4296556795
nNRA6ukr47-20180430T174733_656_xml.xml,Island,4297397764
nDJRtNHgY-20180301T080945_247_xml.xml,Alliance Manufacturing,4297529580
nDJR8JF3Gp-20180522T172749_493_xml.xml,FIREWALL,5037032692
nNRA6bzuos-20180224T000444_708_xml.xml,Forced Air,4296309465
nNRA6cs0ak-20180226T233326_173_xml.xml,Caryl,4297390180
nDJR9T9QNM-20180413T091037_339_xml.xml,China Insurance Regulatory Commission,5000034775
nTOPCE-20180214T012518_000_xml.xml,WEA,5035537851
nIGM5hl6a-20180402T174151_577_xml.xml,7Y,5043429367
nGUR2lWdlp-20180112T182317_662_xml.xml,MACD,5041749575
nNRA67ws2c-20180207T021745_049_xml.xml,Piscataway,4295923794
nDJR36Lymz-20180208T171124_131_xml.xml,at Market,5037651977
nDJR5J2GGV-20180723T201328_279_xml.xml,Form 4,4296184992
nNRA70gdhf-20180522T204738_808_xml.xml,Jackson County,5000729640
nBwb67hCTa-20180508T175900_163_xml.xml,Snapshots,4296903534
nNOR6pfrfx-20180502T123714_006_xml.xml,Publisher,5001049345
nNRA689g2x-20180209T001620_091_xml.xml,Div,5045227299
nL3N1RU2ZL-20180417T100427_000_xml.xml,Ashley,5001011486
nFWN1QM01W-20180305T063942_000_xml.xml,China Education Group,5057780309
nDJR2ZDCQh-20180719T093903_906_xml.xml,BlackRock UK Holdco,5000004820
nNRA6chhoe-20180225T003249_574_xml.xml,UNNAO,5035493215
nTOPEQA-20180510T100434_000_xml.xml,Q1,4296383841
nL5N1T32CK-20180601T161524_000_xml.xml,Daria,5035970875
nDJR5xZKLz-20180220T210922_382_xml.xml,Managed Services,5001268450
nNRA6e5v1u-20180303T235354_323_xml.xml,General Technical,5006064934
nGNX75Br7N-20180321T120501_447_xml.xml,NOCO,5060056337
nDJRbYY4xb-20180725T174311_404_xml.xml,Nasdaq Composite Index,4297192684
nNRA6d7xif-20180228T213122_374_xml.xml,Hosmer,4296567469
nDJR6Q89Gr-20180503T163410_945_xml.xml,Brinkman,5040262989
nDJR3gyWTn-20180430T110613_715_xml.xml,Table 1,5037654712
nL4N1PV2ED-20180205T053745_000_xml.xml,Reuters market,5043439138
nAAp66493a-20180405T072539_284_xml.xml,Australian market,4298006745
nDJR8rN03g-20180405T113005_386_xml.xml,Web site,4297055132
nCNWs2kv9a-20180223T193134_588_xml.xml,Canada NewsWire,5001199370
nDJRcgbwP9-20180312T123525_307_xml.xml,Spain,5044775751
nNRA5yi2ke-20180101T081117_818_xml.xml,Morgan St,5000095564
nNRA5ztq88-20180106T201744_155_xml.xml,MVP,4296238937
nASO000464-20180503T050256_731_xml.xml,GROWTH STRATEGY,4296736578
nDJR5qgP2K-20180307T132741_486_xml.xml,North & South,
nNRA6xljw2-20180511T104747_341_xml.xml,Finland,4298363286
nDJRdhKYr-20180404T101856_174_xml.xml,compressed natural gas (CNG),
nDJR6B40CW-20180613T200540_154_xml.xml,Murdoch family,5046650709
nEOL39D5JF-20180215T003016_600_xml.xml,USCA Municipal Advisors LLC,5040050592
nDJR6XjCMX-20180522T131435_550_xml.xml,Dr. Reddy's Laboratories Ltd,
nEOLbNtnd8-20180108T192053_422_xml.xml,Proxy,5000785583
nBwcc7hNNa-20180522T122300_203_xml.xml,Post a,4296347509
nCJX2FqvHz-20180412T115800_000_xml.xml,The Globe and Mail,5037612897
nNRA6f33j5-20180307T160214_164_xml.xml,Lobos,5035458899
nGURb67kHJ-20180102T064421_803_xml.xml,MACD,5041749575
nNRA6dm1oa-20180301T181715_366_xml.xml,Ala,5035731720
nGNX9SKndD-20180723T113001_874_xml.xml,mMCC,5001341330
nQOPSPO-20180104T202425_000_xml.xml,Directory,4297961469
nDJR68WKpg-20180503T115616_261_xml.xml,U.S. Federal,
nNRA5zj8r8-20180105T114052_704_xml.xml,U.S. Bank,
nDJRb1wJG-20180206T223100_000_xml.xml,SERVO,4296386362
nNRA6dndnq-20180301T194709_719_xml.xml,Damascus,4296644054
nNRA5yjp21-20180101T171748_613_xml.xml,Dee,5035302927
nL5N1UN1Y6-20180727T074122_000_xml.xml,Balmforth,4296962979
nNRA5zeag4-20180105T005950_470_xml.xml,Attn:,
nDJR96zThr-20180204T224000_000_xml.xml,Excel Futures,5039367766
nIFXTR6WHa-20180510T073939_841_xml.xml,Duma,5046389800
nNRA6e7m99-20180304T084240_553_xml.xml,Outfit,5057738859
nNRA6e5zsq-20180303T235831_428_xml.xml,Maj,5034758207
nEMS0001B8-20180612T191919_928_xml.xml,ALAMITOS,5000332846
nBw5ZPtJRa-20180502T200500_597_xml.xml,Interest income,4296892527
nNRA6ev76p-20180307T000624_215_xml.xml,INR,5059100826
nNRA5zyy6q-20180107T230147_332_xml.xml,Bretton Woods,4296361490
nASC0A1CR-20180510T111142_000_xml.xml,Briefs,5001015295
nCNWMbyLYa-20180508T120301_503_xml.xml,Software today,4296837966
nNRA6eiukb-20180306T223339_783_xml.xml,CAITLIN,5000025874
nL8N1UE3OF-20180719T063451_000_xml.xml,DJ STOXX,5000055009
nTOPG-20180515T160145_000_xml.xml,Middle East &,
nL5N1QP05Q-20180307T024226_000_xml.xml,Algeria,5000086182
nAAp13565083a-20180301T032339_433_xml.xml,next Test,4298370080
nBw3QYK6Xa-20180510T183400_236_xml.xml,MoU,5059050841
nNRA5znus6-20180105T231035_203_xml.xml,Maj,5034758207
nNRA60o52s-20180110T111552_285_xml.xml,1K,4296083657
nGNX1lTHBV-20180307T140009_851_xml.xml,PROVISION,4296486450
nNRA6bcahy-20180223T020943_586_xml.xml,Maj,5034758207
nBER84zSl6-20180105T000106_833_xml.xml,BERNAMA,5000688631
nFCT02ZHYV-20180502T100523_284_xml.xml,G20,5040274389
nDJR3pjsyG-20180220T061333_450_xml.xml,Merkel,5034771910
nCJX7g01Vb-20180510T161000_000_xml.xml,EXPLORATION PROGRAM,5000315500
nMnw030795-20180215T152448_662_xml.xml,(AP),
nMnw826648-20180321T191902_475_xml.xml,Goldman Sachs & Co,5000042147
nNRA6a9i9d-20180218T031023_661_xml.xml,the Wagner,5040255907
nNRA6ita5u-20180320T202655_571_xml.xml,We've,
nGNX1lTHBV-20180307T140009_851_xml.xml,NET SALES,4296934285
nIGM5eKna-20180228T204242_807_xml.xml,SSA,5057438680
nNRA62p3ks-20180118T031745_494_xml.xml,Boone Co,5001064506
nDJR8wp58X-20180207T213450_107_xml.xml,Romania,5036396549
nNBC982QLz-20180321T151654_815_xml.xml,CNBC.,4296800833
nDJR2QgpVm-20180501T210139_360_xml.xml,Accrued,5052164862
nBERb8qZGv-20180428T111608_407_xml.xml,SABAH,4296570183
nDJRXvBHg-20180521T233443_363_xml.xml,Frank Marshall,5040055612
nBw2csmyTa-20180614T201500_205_xml.xml,Accounts payable,4296688964
nNRA6ev76p-20180307T000624_215_xml.xml,Doc,5035895813
nEMS0001B8-20180612T191919_928_xml.xml,EXXON COMPANY,4297269713
nL2N1RJ0MG-20180406T165820_000_xml.xml,Interfax,4298196620
nMNS1B6NvS-20180212T063100_155_xml.xml,Economic Data,5036867961
nBw9FS1sta-20180213T161800_235_xml.xml,Hough,5034847212
nDJR82F6Bk-20180323T195645_110_xml.xml,5B,5056583188
nTOPEMRG-20180323T120326_000_xml.xml,Bangalore,5037050818
nDJR1lpzsp-20180312T205527_521_xml.xml,Other investment,5000264627
nMNS6d5FqW-20180209T145343_747_xml.xml,CDX,5044340910
nNRA6dbqnw-20180301T141713_524_xml.xml,That's not,
nNRA5zyy6q-20180107T230147_332_xml.xml,Be aware,5000099000
nBER7Lvdv2-20180307T083108_994_xml.xml,Belen,5001124820
nNBC43FCTB-20180413T102924_126_xml.xml,KID,5041075501
nFCT23CHDN-20180723T065611_695_xml.xml,G20,5040274389
nDJR9QjGhd-20180309T060622_985_xml.xml,Management performance,4297450926
nARGJPh7ga-20180329T054641_764_xml.xml,Pacific freight,5035737151
nNRA6g1zea-20180312T010400_411_xml.xml,Spurs,4297524261
nEMS0001OB-20180612T220448_970_xml.xml,Windstar,5034758164
nL8N1PQ6HD-20180131T161009_000_xml.xml,Olympian,5036393057
nDJR6p6CLx-20180516T133558_885_xml.xml,Irma,5037938258
nNRA6fol84-20180309T141628_454_xml.xml,Dow,4296975509
nGNE27tg4x-20180413T162326_650_xml.xml,Investor Relations,5034763601
nFIT6NzVdT-20180209T184955_856_xml.xml,Structured Finance,5034752228
nDJR5TL0xs-20180507T220509_408_xml.xml,Rabi,5037269980
nDJR2VYjqF-20180125T220400_000_xml.xml,Tier 1 capital,5000605280
nDJRzkM5F-20180109T023000_000_xml.xml,REVS,4296466254
nDJR5TTJCv-20180327T152041_853_xml.xml,Deal -,4296490817
nGNEphbrL-20180323T164529_145_xml.xml,Methods,4296635840
nBER7Lvdv2-20180307T083108_994_xml.xml,BERNAMA,5000844727
nTOPBASIC-20180514T094702_000_xml.xml,Middle East &,
nL3N1S23A6-20180427T042116_000_xml.xml,Banyu,5053249088
nDJR1lJFzZ-20180503T060111_287_xml.xml,Magdalen,5015661925
nDJR79Dntn-20180321T174831_201_xml.xml,EMR,5037951090
nNRA6wd024-20180507T164756_098_xml.xml,Media 1,4297146419
nMNSs5FQW-20180404T113640_196_xml.xml,ISM,5059930511
nBw1j7vpxa-20180219T152600_140_xml.xml,Principles,5001047938
nARG0sFjPa-20180515T162010_483_xml.xml,Request,5000789489
nNRA6act6z-20180219T014909_079_xml.xml,Vistaar,4297089724
nNRA6cwpch-20180227T185318_458_xml.xml,Russell 2000,5000431820
nGNX4fnvdw-20180507T150001_760_xml.xml,Foster City,4297968905
nDJR1Z1xw5-20180508T062706_562_xml.xml,Pretax,5044254870
nDJRzkM5F-20180109T023000_000_xml.xml,Lifetime,4297235928
nDJR9qbcww-20180514T221010_037_xml.xml,Rabi,5037269980
nDJR6jMnSJ-20180514T080802_553_xml.xml,Dow  Jones Newswires,5029331324
nNRA6cv70g-20180301T003108_739_xml.xml,If it,4298295239
nDJR3N0XsZ-20180628T104621_698_xml.xml,Pass,5035749904
nDJR2RT1F-20180129T182800_000_xml.xml,Reverse Merger,4296407220
nL2N1T90U2-20180607T205753_000_xml.xml,Charlevoix,4298042707
nASB0C5VY-20180215T110034_506_xml.xml,FUNDS FLOW,4297227178
nBwb0x2xGa-20180613T200400_368_xml.xml,3G,5002036434
nNRA64f9xy-20180124T133123_839_xml.xml,PPAs,4295865838
nBw6wvPJBa-20180201T173700_144_xml.xml,Lloyds Bank PLC,5045851629
nNRA60j1xx-20180110T003202_973_xml.xml,DUNS,5059999619
nDJR6vPkt1-20180702T193513_568_xml.xml,4A,5021741307
nDJRb0nrTM-20180503T100018_826_xml.xml,Snapper,5001437807
nGNX7Pv1Jt-20180404T144601_872_xml.xml,David,4295897805
nB9N1M900Y-20180110T012510_000_xml.xml,CDC,5054811349
nQ8N1P40OJ-20180109T065543_000_xml.xml,Parkiet,5000850864
nDJR2ycX1k-20180309T115505_946_xml.xml,the Takeover Panel,5000095458
nGUR7dkhMk-20180307T182245_073_xml.xml,MACD,5041749575
nNRA6gatkq-20180312T233138_532_xml.xml,Nicholls State,4298214910
nLQN1PS1ZJ-20180202T074449_000_xml.xml,Transformation,5037057197
nNRA6jjb5e-20180323T001445_107_xml.xml,Multi Currency,5036199214
nDJR4FD5yr-20180308T131625_326_xml.xml,Governance Committee,5000712742
nDJR9t8tJw-20180329T160540_290_xml.xml,Zhengfu,5045506535
nL3N1PA3CR-20180115T130325_000_xml.xml,Adding,5037448204
nDJRc2Wchx-20180301T124814_160_xml.xml,Series E,4297067167
